essay_id,score,grade,ell,prompt_id,word_count,token_count,regime,burn_in_used,half_life,half_life_128,delta_max,delta_128,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,score_bin
B7C17E1993BA,1,9,non_ELL,Does the electoral college work?,610,859,extended,512,188.37928779509275,83.76482378627982,0.8090167087273219,0.12601001621633756,9.425302150657421,9.39044855935145,9.299292134441083,8.70889452319674,8.524690992795144,8.6162854419301,low
FFBA3014CDC7,2,10,non_ELL,Car-free cities,720,980,extended,512,59.78168101452171,49.865366973710536,1.7639769793129378,1.1343480638241559,14.851776031233644,13.835868043007364,13.717427967409488,13.603124012743752,13.148627892125731,13.087799051920706,low
1909DEE8C6B8,2,10,non_ELL,Car-free cities,673,826,extended,512,225.67951901039345,96.64364299457452,7.181784488168544,1.9189583101075627,18.771050274291785,18.810440184062475,16.852091964184222,14.661176757832235,11.767337649024,11.58926578612324,low
451E8369BB76,2,11,ELL,Distance learning,901,1035,extended,512,99.04162387250628,81.7396305660331,4.5063728098885925,3.2797155738831254,15.044738364190039,14.03372275203267,11.765022790306913,10.851308304816156,10.57413614818482,10.538365554301446,low
767FE7E8D2C6,2,10,non_ELL,Car-free cities,1040,1322,extended,512,87.92324695236678,59.972604270335424,2.2507653744572353,1.5374514471839102,10.025126586460873,9.145722476739502,8.487675139276963,8.300936847701019,8.195448105101857,7.774361212003638,low
BFC4CADADD49,1,10,non_ELL,Car-free cities,588,808,extended,512,258.08285577985464,61.655319112201795,1.5024244148896067,0.5761788640880177,11.336027588051845,11.02516052941294,10.759848723963827,10.588739355293756,10.347595074082681,9.833603173162238,low
A2403E2ED72A,2,10,non_ELL,Car-free cities,612,828,extended,512,189.6856637162714,49.55301415294937,4.863609562145063,1.759516734883091,16.651941356177208,15.048098989685458,14.892424621294117,13.497402427676224,12.362140660297417,11.788331794032144,low
CC82A1D80D1A,2,10,non_ELL,Car-free cities,698,941,extended,512,219.46955052370186,96.68552693005859,1.2415713841644997,0.3836430461843392,12.714594397380486,12.722992994383912,12.330951351196147,11.99910038547978,11.69510199021825,11.473023013215986,low
CF165F9553A4,2,10,non_ELL,Car-free cities,587,826,extended,512,369.3280932173276,82.60205475409248,9.027756918778605,1.4457016850999658,24.228094817282816,23.80143603539375,22.78239313218285,21.286661550196634,19.510641334019333,15.20033789850421,low
B25D365F5C1C,1,9,non_ELL,Does the electoral college work?,703,826,extended,512,184.76591890699157,85.66605348464056,3.008000606678916,0.7210782004301048,14.93056775384986,14.754548644600671,14.209489553419756,12.44409878547335,12.028955301340968,11.922567147170945,low
47DAF3375BF3,2,10,non_ELL,Car-free cities,692,947,extended,512,261.92307777186255,85.43804600151856,3.029050299878115,0.5107596225138451,11.469163062738007,11.342415600968149,10.958403440224162,9.992034834138764,9.183872909567073,8.440112762859892,low
754CED955EFD,2,9,non_ELL,Does the electoral college work?,592,874,extended,512,75.12409416485485,66.81862971832602,3.841451478848578,3.382299197622375,14.286619776929385,12.673381550410102,10.90432057930701,10.464228956841913,10.44611997655005,10.445168298080807,low
4801AC90F66F,1,8,non_ELL,Mandatory extracurricular activities,535,785,extended,512,102.48304140427578,76.43274534329397,6.079829260722528,4.039293959394739,17.00323997586673,15.470525192755956,12.963946016471992,12.335887544019021,11.85878685262328,10.923410715144202,low
392CC0403D93,2,10,non_ELL,Car-free cities,845,1114,extended,512,106.51722573420057,57.81214292644496,2.4817220333651626,1.4223530680306808,19.075162880334585,18.19349841902497,17.652809812303904,17.123927430522674,16.87392168689241,16.593440846969422,low
F359E262A14A,2,11,ELL,Distance learning,664,845,extended,512,187.8635390318136,98.91168657818113,8.389594732786197,1.8842324843604494,29.130659955921484,29.31926815589949,27.246427471561034,22.305986099676787,21.522788230670642,20.741065223135287,low
D43178C538DF,2,8,non_ELL,Seeking multiple opinions,1089,1454,extended,512,340.02206699233676,54.168142917010336,39.79975320667813,2.060245400299898,46.064031074848494,44.57703568113402,44.003785674548595,40.446113589252356,18.688843951529375,6.264277868170361,low
D075A0757295,2,10,non_ELL,Car-free cities,642,936,extended,512,146.03467526535394,66.83668440916507,5.114088083944193,2.313393224828417,29.249598702219526,28.146548351700595,26.93620547739111,25.206908767829386,25.10608980261908,24.135510618275333,low
134A4DA02013,2,9,non_ELL,Does the electoral college work?,541,794,extended,512,61.858029456353535,52.046311621098624,1.4752230975482252,0.9904465385876744,10.943768485924489,10.153241783709417,9.953321947336814,9.849251204199636,9.747806488873675,9.468545388376263,low
F4302FD22CF0,2,10,non_ELL,Driverless cars,781,941,extended,512,109.22769583208031,60.904646872722154,1.6743665583412053,0.963335075438243,13.47195211082474,12.938703554809418,12.508617035386496,12.297676683392288,11.996303962594874,11.797585552483534,low
D50B2015BE66,2,9,non_ELL,Does the electoral college work?,699,954,extended,512,83.06496078874389,53.92218222535479,3.873029005622964,2.38979081224117,21.759771935096076,20.01557272158735,19.369981122854906,18.494417905774476,18.56552619456897,17.88674292947311,low
4548C04F9AC7,1,12,ELL,Distance learning,959,1066,extended,512,60.13209001436574,53.20475840653556,3.132445724996508,2.361102740188059,20.66892583091913,18.88736137643492,18.30782309073107,17.507081394596785,17.555316162815064,17.53648010592262,low
7263826C2217,2,9,non_ELL,Does the electoral college work?,982,1250,extended,512,274.9247124889938,48.3375533156534,4.7434417620539016,1.300936512975948,13.118411947466422,11.844354332751749,11.817475434490474,11.150481116293191,8.41938935406245,8.37497018541252,low
F296C5CF54D7,1,6,non_ELL,"""A Cowboy Who Rode the Waves""",667,808,extended,512,201.97544752167403,48.12387923804218,3.14329357409985,0.7016738628775023,17.813648101432236,17.11736517594667,17.111974238554733,15.606656757894088,15.218161349629783,14.670354527332385,low
D88A1D12032B,2,11,non_ELL,Summer projects,803,900,extended,512,267.8077670802654,96.41915054900463,0.947855071035816,0.32456408865322395,10.743291577411243,10.74759928978476,10.41872748875802,10.308185262636721,9.887350720307523,9.795436506375427,low
86B8E74548F4,2,8,non_ELL,Mandatory extracurricular activities,945,1020,extended,512,99.73698167948643,58.556752785674945,4.95712017563136,3.006309319812388,25.934975716413902,24.12372456288641,22.928666396601514,21.837069226597613,21.271945959437307,20.977855540782542,low
3EC88BE82F4F,2,8,non_ELL,The Face on Mars,666,841,extended,512,82.06991090814233,55.39152882329968,4.300740905603384,2.7810369119585463,17.963112114993116,16.060859768536186,15.18207520303457,14.353050404438768,14.02352012843765,13.662371209389732,low
305B4157DD19,1,9,non_ELL,Does the electoral college work?,673,920,extended,512,130.19856996932646,82.84251525392224,0.8711902086757775,0.42950831256993993,6.962967613787948,6.837822267391227,6.533459301218008,6.179088343201089,6.1644396396156775,6.091777405112171,low
EA04020F5ECD,2,8,ELL,Seeking multiple opinions,843,954,extended,512,110.49711248736817,95.33688429268892,3.8863033910709817,2.654326673526146,13.978054804664888,13.924167547695218,11.323728131138742,10.655941453274396,10.29643982015438,10.091751413593906,low
43CBE96B374E,1,9,non_ELL,Does the electoral college work?,699,829,extended,512,73.61792685873255,69.30792489055722,3.3072278777695807,3.080978850379097,28.13458749746391,26.733415043915876,25.053608647084815,25.41508323925322,25.58083170728435,24.82735961969433,low
408959B1EA22,2,11,ELL,Summer projects,698,790,extended,512,96.54702298625803,63.743861556911114,1.567077111682945,1.0360753250402883,9.637404503911855,9.115186840792179,8.601329178871566,8.381973853389633,8.172762619174833,8.07032739222891,low
7F2C6238F4AA,2,9,non_ELL,Does the electoral college work?,631,851,extended,512,122.0913850745385,95.19691274922899,1.4756764375738705,0.810866361696938,12.86846037648788,12.848608695084247,12.057594014790942,11.47391287280103,11.349068927923026,11.39278393891401,low
BD7F5D94AFED,2,10,non_ELL,Car-free cities,564,804,extended,512,156.8326873210604,54.97861708409629,6.584522567630991,2.6584109613809055,26.867618471266365,25.016568200206624,24.20920750988546,21.395288697247928,20.836263151166573,20.283095903635374,low
B6D776FC5087,2,9,non_ELL,Does the electoral college work?,726,821,extended,512,265.0917388702215,82.85298876935772,2.161755630850645,0.6256766359181754,9.775264408904055,9.59306457917128,9.14958777298588,8.769776754121985,7.708380172006863,7.6135087780534105,low
2E57A0350FFD,1,6,non_ELL,"""A Cowboy Who Rode the Waves""",693,811,extended,512,161.1796142218835,84.59346256420011,1.3849733736647512,0.6574700958816972,9.377670382810543,9.204897853495446,8.720200286928845,8.585113615585616,8.055968619129166,7.992697009145791,low
