doc_id,age_months,age_group,task,early_mean,mid_mean,late_mean,drift_late_early,drift_mid_early,drift_late_mid
ECSC_1003_2_82F_1003_YR2,82,6-8yr,frog_on_his_own,6.095291685383522,7.981057891156649,4.830451069489358,-1.2648406158941636,1.8857662057731268,-3.1506068216672904
ECSC_1004_1_78F_1004_YR1,78,6-8yr,one_frog_too_many,11.717089662996443,7.294093237069656,5.06169340226243,-6.655396260734014,-4.4229964259267875,-2.232399834807226
ECSC_1006_2_97F_1006_YR2,97,8-10yr,one_frog_too_many,4.413425799296095,4.204544628139478,5.605280310236846,1.1918545109407503,-0.20888117115661764,1.400735682097368
ECSC_1008_1_94F_1008_YR1,94,6-8yr,frog_where_are_you,4.039837735200219,6.654547040847549,4.9146608622934895,0.8748231270932703,2.61470930564733,-1.7398861785540598
ECSC_1008_3_94F_1008_YR3,94,6-8yr,one_frog_too_many,7.663231479791612,12.988171324894461,10.08085576107931,2.417624281287697,5.324939845102849,-2.9073155638151515
ECSC_1009_1_94F_1009_YR1,94,6-8yr,boy_dog_frog,10.491103365187314,8.051784874465266,2.9620340971183996,-7.529069268068914,-2.439318490722048,-5.089750777346866
ECSC_1009_2_94F_1009_YR2,94,6-8yr,one_frog_too_many,13.676245551614276,7.851080300768152,8.97817099715593,-4.698074554458346,-5.825165250846124,1.1270906963877776
ECSC_1009_3_94F_1009_YR3,94,6-8yr,one_frog_too_many,7.3169979876163085,5.919564290682597,10.338825660749553,3.0218276731332443,-1.3974336969337111,4.419261370066955
ECSC_1010_1_99M_1010_YR1,99,8-10yr,one_frog_too_many,14.367481320226739,11.878417597268648,13.237360216112515,-1.1301211041142238,-2.4890637229580914,1.3589426188438676
ECSC_1014_2_76F_1014_YR2,76,6-8yr,frog_on_his_own,13.980904162909887,6.7898142928994565,6.6539556103585324,-7.326948552551355,-7.191089870010431,-0.13585868254092404
ECSC_1014_3_76F_1014_YR3,76,6-8yr,boy_dog_frog,4.499319943165614,10.35502709025571,2.819246062219735,-1.680073880945879,5.855707147090096,-7.535781028035975
ECSC_1015_1_102F_1015_YR1,102,8-10yr,one_frog_too_many,15.551079798574513,8.254559307414318,9.526580546754944,-6.024499251819568,-7.296520491160194,1.272021239340626
ECSC_1015_2_102F_1015_YR2,102,8-10yr,frog_on_his_own,13.121156745089253,12.776673389318427,11.368009802682675,-1.7531469424065786,-0.34448335577082645,-1.4086635866357522
ECSC_1015_3_102F_1015_YR3,102,8-10yr,boy_dog_frog,10.952559258724031,7.72404006751634,7.5794428927175215,-3.37311636600651,-3.228519191207692,-0.14459717479881817
ECSC_1021_1_94F_1021_YR1,94,6-8yr,frog_on_his_own,5.825879093362002,7.2198956159773,5.300127478589025,-0.525751614772977,1.3940165226152974,-1.9197681373882745
ECSC_1021_2_94F_1021_YR2,94,6-8yr,frog_on_his_own,9.881715695303395,7.80454189703637,15.805048794810478,5.923333099507083,-2.077173798267025,8.000506897774109
ECSC_1021_3_94F_1021_YR3,94,6-8yr,one_frog_too_many,9.985054372854538,14.777384275647355,13.724413145159911,3.7393587723053727,4.792329902792817,-1.0529711304874443
ECSC_1022_1_106M_1022_YR1,106,8-10yr,one_frog_too_many,17.571196047489437,8.567977511217654,7.571962978724514,-9.999233068764923,-9.003218536271783,-0.99601453249314
ECSC_1024_1_82F_1024_YR1,82,6-8yr,boy_dog_frog,23.00265490011142,9.79769694233007,11.584216000536797,-11.418438899574623,-13.20495795778135,1.7865190582067267
ECSC_1024_2_82F_1024_YR2,82,6-8yr,frog_on_his_own,7.145492472616033,6.165267274283513,6.585026955824503,-0.5604655167915302,-0.9802251983325201,0.41975968154098986
ECSC_1034_2_93F_1034_YR2,93,6-8yr,frog_where_are_you,12.582116956970756,28.613834778260653,11.0339371272106,-1.5481798297601568,16.031717821289895,-17.579897651050054
ECSC_1039_2_82F_1039_YR2,82,6-8yr,frog_on_his_own,7.171398211949979,3.4665367334818575,7.279975996762662,0.10857778481268276,-3.7048614784681217,3.8134392632808045
ECSC_1039_3_82F_1039_YR3,82,6-8yr,one_frog_too_many,2.6662838459766,2.973538342971819,3.566737073586543,0.9004532276099431,0.3072544969952191,0.593198730614724
ECSC_1040_1_91F_1040_YR1,91,6-8yr,frog_where_are_you,10.236960609893984,20.513423957197613,10.243727979690469,0.006767369796484957,10.276463347303629,-10.269695977507144
ECSC_1044_1_90F_1044_YR1,90,6-8yr,frog_where_are_you,4.30466623151903,7.4226009409426075,17.756085820920283,13.451419589401254,3.1179347094235776,10.333484879977675
ECSC_1044_2_90F_1044_YR2,90,6-8yr,frog_where_are_you,2.129601522534029,6.023228279593509,4.241787044069966,2.112185521535937,3.89362675705948,-1.781441235523543
ECSC_1056_1_97M_1056_YR1,97,8-10yr,one_frog_too_many,8.96635609147397,6.751060558780656,8.837325816360101,-0.12903027511386966,-2.2152955326933146,2.086265257579445
ECSC_1058_2_86F_1058_YR2,86,6-8yr,one_frog_too_many,6.011861150993829,11.275753213123869,5.605230065421505,-0.4066310855723234,5.26389206213004,-5.670523147702363
ECSC_1058_3_86F_1058_YR3,86,6-8yr,frog_where_are_you,11.252888724814271,14.485318307375962,11.243081681336736,-0.009807043477534805,3.232429582561691,-3.242236626039226
ECSC_1059_1_104F_1059_YR1,104,8-10yr,one_frog_too_many,5.52666239959188,4.736709269100964,6.387429180661954,0.8607667810700734,-0.7899531304909164,1.6507199115609898
ECSC_1060_2_90M_1060_YR2,90,6-8yr,frog_on_his_own,8.223501038554328,3.433995200182789,7.382048551863455,-0.8414524866908737,-4.789505838371539,3.9480533516806657
ECSC_1073_1_70M_1073_YR1,70,4-6yr,one_frog_too_many,2.8834669690334827,8.108944612418783,4.049892089017907,1.166425119984424,5.2254776433853,-4.059052523400877
ECSC_1091_1_98M_1091_YR1,98,8-10yr,one_frog_too_many,31.231721248248192,16.71453254998943,15.925010677567732,-15.30671057068046,-14.517188698258764,-0.7895218724216964
ECSC_1092_2_74F_1092_YR2,74,6-8yr,frog_where_are_you,6.697551195170409,10.224606848602447,5.598458107510756,-1.0990930876596536,3.527055653432037,-4.626148741091691
ECSC_1099_1_97F_1099_YR1,97,8-10yr,one_frog_too_many,5.884468952678045,23.29488770431971,13.349040296097431,7.4645713434193866,17.410418751641664,-9.945847408222278
ECSC_1099_2_97F_1099_YR2,97,8-10yr,frog_on_his_own,4.856772101568065,9.223598295229904,10.33849001288986,5.481717911321795,4.366826193661838,1.1148917176599564
ECSC_1099_3_97F_1099_YR3,97,8-10yr,frog_on_his_own,7.234739810211725,12.57342377571576,9.614922051439235,2.3801822412275104,5.3386839655040355,-2.958501724276525
ECSC_2007_2_72M_2007_YR2,72,6-8yr,unknown,9.584568386463921,3.576433370781019,4.518410067830301,-5.0661583186336205,-6.008135015682902,0.9419766970492818
ECSC_2019_1_68F_2019_YR1,68,4-6yr,unknown,5.779634385770061,6.241968606793917,6.995728286640601,1.2160939008705398,0.46233422102385635,0.7537596798466835
ECSC_2025_1_135M_2025_YR1,135,10+yr,unknown,34.60756257152534,25.073206005072443,22.52033721665832,-12.087225354867023,-9.5343565664529,-2.5528687884141235
ECSC_3003_1_108F_3003_YR1,108,8-10yr,unknown,10.808335415597604,8.87915943626935,10.452642205634103,-0.3556932099635013,-1.9291759793282548,1.5734827693647535
ECSC_4003_1_75M_4003_YR1,75,6-8yr,unknown,6.641989752818433,11.455147310080632,15.780838072536037,9.138848319717603,4.8131575572621985,4.325690762455405
ECSC_4015_1_104F_4015_YR1,104,8-10yr,unknown,8.186245364388666,4.26445458470218,3.55591836236304,-4.630327002025626,-3.9217907796864866,-0.7085362223391396
ECSC_4028_1_136F_4028_YR1,136,10+yr,unknown,5.9321948882655535,7.373937348360572,5.387131933316863,-0.5450629549486905,1.4417424600950186,-1.986805415043709
ECSC_4040_1_122F_4040_YR1,122,10+yr,unknown,9.47168815450575,3.6115978033043845,7.2440050563308835,-2.227683098174867,-5.860090351201366,3.632407253026499
ECSC_4042_1_98F_4042_YR1,98,8-10yr,unknown,5.222097010313536,8.401163590853812,10.455480401496557,5.233383391183021,3.179066580540277,2.054316810642744
ECSC_4044_1_113M_4044_YR1,113,8-10yr,unknown,15.71452285894725,8.101782948917727,11.332662856016178,-4.381860002931072,-7.612739910029523,3.2308799070984513
ECSC_4046_1_132F_4046_YR1,132,10+yr,unknown,2.0778151899128066,5.276709959970833,10.312039366150078,8.234224176237271,3.1988947700580264,5.035329406179245
ECSC_4051_1_120M_4051_YR1,120,10+yr,unknown,8.772119457503248,12.965566083755764,10.598918705936768,1.8267992484335203,4.193446626252516,-2.366647377818996
ECSC_4062_1_96F_4062_YR1,96,8-10yr,unknown,1.0363341286001821,7.3217114802503716,6.656158326931383,5.619824198331201,6.285377351650189,-0.6655531533189887
